Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2018,Ada,ID,Passenger,0.00,2.00,2.00,325.00,327.00,0.61
July 31 2017,Garfield,WA,Passenger,0.00,0.00,0.00,1296.00,1296.00,0.00
April 30 2023,Rock Island,IL,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
August 31 2017,Skamania,WA,Passenger,10.00,7.00,17.00,8569.00,8586.00,0.20
October 31 2017,Lane,OR,Passenger,0.00,1.00,1.00,217.00,218.00,0.46
November 30 2021,Sonoma,CA,Passenger,0.00,1.00,1.00,94.00,95.00,1.05
June 30 2023,Island,WA,Truck,32.00,0.00,32.00,21055.00,21087.00,0.15
January 31 2023,Whatcom,WA,Truck,37.00,0.00,37.00,42974.00,43011.00,0.09
October 31 2018,St. Clair,IL,Passenger,0.00,1.00,1.00,166.00,167.00,0.60
November 30 2022,Middlesex,NJ,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
March 31 2017,Los Angeles,CA,Passenger,2.00,1.00,3.00,1382.00,1385.00,0.22
August 31 2020,Whatcom,WA,Truck,3.00,0.00,3.00,43274.00,43277.00,0.01
February 29 2024,Orange,FL,Passenger,1.00,0.00,1.00,39.00,40.00,2.50
March 31 2018,Columbia,WA,Truck,0.00,0.00,0.00,1532.00,1532.00,0.00
August 31 2017,Hamilton,TN,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
September 30 2023,Skagit,WA,Truck,27.00,0.00,27.00,31672.00,31699.00,0.09
January 31 2023,Newport,RI,Passenger,0.00,1.00,1.00,60.00,61.00,1.64
March 31 2022,Collin,TX,Passenger,3.00,0.00,3.00,105.00,108.00,2.78
November 30 2021,Orange,CA,Passenger,5.00,2.00,7.00,422.00,429.00,1.63
May 31 2022,Bartow,GA,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
May 31 2019,Fairfax,VA,Passenger,4.00,2.00,6.00,789.00,795.00,0.75
December 31 2019,Washington,OR,Passenger,1.00,0.00,1.00,464.00,465.00,0.22
June 30 2023,Alexandria,VA,Passenger,3.00,1.00,4.00,87.00,91.00,4.40
September 30 2019,Kent,MI,Passenger,0.00,1.00,1.00,25.00,26.00,3.85
June 30 2021,Spartanburg,SC,Passenger,0.00,1.00,1.00,53.00,54.00,1.85
January 31 2019,Williamson,TX,Passenger,0.00,1.00,1.00,154.00,155.00,0.65
February 28 2023,Pierce,WA,Truck,111.00,0.00,111.00,138588.00,138699.00,0.08
December 31 2022,Riverside,CA,Passenger,7.00,0.00,7.00,429.00,436.00,1.61
October 31 2023,San Diego,CA,Passenger,16.00,8.00,24.00,1939.00,1963.00,1.22
April 30 2019,Montgomery,TX,Passenger,2.00,0.00,2.00,64.00,66.00,3.03
September 30 2018,San Diego,CA,Passenger,8.00,2.00,10.00,2564.00,2574.00,0.39
June 30 2018,El Paso,TX,Passenger,1.00,0.00,1.00,521.00,522.00,0.19
January 31 2017,Santa Fe,NM,Passenger,0.00,1.00,1.00,44.00,45.00,2.22
March 31 2020,Camden,NJ,Passenger,0.00,2.00,2.00,20.00,22.00,9.09
May 31 2022,Williamsburg,VA,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
January 31 2022,Hennepin,MN,Passenger,3.00,0.00,3.00,68.00,71.00,4.23
December 31 2020,Nassau,FL,Passenger,1.00,0.00,1.00,35.00,36.00,2.78
April 30 2021,Benton,WA,Passenger,494.00,377.00,871.00,136048.00,136919.00,0.64
November 30 2022,Fairbanks North Star,AK,Passenger,0.00,1.00,1.00,65.00,66.00,1.52
May 31 2017,Kitsap,WA,Truck,1.00,0.00,1.00,52376.00,52377.00,0.00
October 31 2020,Stevens,WA,Passenger,36.00,39.00,75.00,30353.00,30428.00,0.25
April 30 2022,Whitman,WA,Passenger,83.00,56.00,139.00,22022.00,22161.00,0.63
October 31 2022,Jefferson,NY,Passenger,1.00,1.00,2.00,210.00,212.00,0.94
February 28 2023,Camden,NJ,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
September 30 2019,Valencia,NM,Passenger,1.00,0.00,1.00,8.00,9.00,11.11
December 31 2021,Jefferson,WA,Truck,0.00,0.00,0.00,9597.00,9597.00,0.00
April 30 2021,Stevens,WA,Truck,0.00,0.00,0.00,18871.00,18871.00,0.00
April 30 2018,San Juan,WA,Passenger,141.00,53.00,194.00,13955.00,14149.00,1.37
December 31 2021,Pend Oreille,WA,Passenger,18.00,9.00,27.00,9123.00,9150.00,0.30
June 30 2017,Alameda,CA,Passenger,1.00,1.00,2.00,369.00,371.00,0.54
November 30 2020,Orange,FL,Passenger,1.00,0.00,1.00,122.00,123.00,0.81
February 28 2017,Guilford,NC,Passenger,1.00,0.00,1.00,33.00,34.00,2.94
January 31 2024,Pinal,AZ,Passenger,1.00,0.00,1.00,61.00,62.00,1.61
April 30 2022,Philadelphia,PA,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
November 30 2018,Camden,NJ,Passenger,0.00,1.00,1.00,26.00,27.00,3.70
November 30 2018,Garfield,OK,Passenger,1.00,0.00,1.00,14.00,15.00,6.67
December 31 2017,Kitsap,WA,Truck,1.00,0.00,1.00,52688.00,52689.00,0.00
November 30 2017,Wahkiakum,WA,Truck,0.00,0.00,0.00,1661.00,1661.00,0.00
February 29 2024,Wahkiakum,WA,Truck,4.00,0.00,4.00,1695.00,1699.00,0.24
August 31 2019,Cumberland,NC,Passenger,0.00,2.00,2.00,507.00,509.00,0.39
June 30 2020,Gwinnett,GA,Passenger,1.00,0.00,1.00,75.00,76.00,1.32
July 31 2023,San Mateo,CA,Passenger,2.00,0.00,2.00,61.00,63.00,3.17
March 31 2022,Harris,TX,Passenger,1.00,0.00,1.00,173.00,174.00,0.57
May 31 2018,Juneau,AK,Passenger,0.00,1.00,1.00,46.00,47.00,2.13
June 30 2019,Collier,FL,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
October 31 2019,Collier,FL,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
March 31 2019,,,Passenger,5.00,2.00,7.00,414.00,421.00,1.66
August 31 2021,King,WA,Truck,5.00,1.00,6.00,183996.00,184002.00,0.00
January 31 2022,Arlington,VA,Passenger,1.00,0.00,1.00,137.00,138.00,0.72
December 31 2020,Anne Arundel,MD,Passenger,1.00,1.00,2.00,399.00,401.00,0.50
December 31 2021,Plaquemines,LA,Passenger,0.00,1.00,1.00,19.00,20.00,5.00
November 30 2020,Okaloosa,FL,Passenger,0.00,1.00,1.00,143.00,144.00,0.69
December 31 2022,Santa Cruz,CA,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
January 31 2018,Whatcom,WA,Passenger,548.00,238.00,786.00,145485.00,146271.00,0.54
July 31 2022,Montgomery,MD,Passenger,4.00,2.00,6.00,204.00,210.00,2.86
March 31 2020,Pacific,WA,Truck,0.00,0.00,0.00,7710.00,7710.00,0.00
July 31 2019,Mason,WA,Truck,0.00,0.00,0.00,20405.00,20405.00,0.00
July 31 2023,Monterey,CA,Passenger,0.00,3.00,3.00,118.00,121.00,2.48
May 31 2020,Portsmouth,VA,Passenger,0.00,1.00,1.00,75.00,76.00,1.32
April 30 2022,Carroll,MD,Passenger,0.00,1.00,1.00,16.00,17.00,5.88
July 31 2020,Eagle,CO,Passenger,1.00,0.00,1.00,8.00,9.00,11.11
November 30 2021,Kauai,HI,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
April 30 2017,Douglas,WA,Truck,0.00,0.00,0.00,11450.00,11450.00,0.00
September 30 2017,Tarrant,TX,Passenger,1.00,0.00,1.00,234.00,235.00,0.43
August 31 2021,Kings,CA,Passenger,1.00,0.00,1.00,330.00,331.00,0.30
February 28 2017,Duval,FL,Passenger,1.00,1.00,2.00,369.00,371.00,0.54
August 31 2023,Anchorage,AK,Passenger,1.00,0.00,1.00,93.00,94.00,1.06
February 28 2023,Jefferson,NY,Passenger,2.00,1.00,3.00,198.00,201.00,1.49
December 31 2018,Goochland,VA,Passenger,0.00,1.00,1.00,246.00,247.00,0.40
April 30 2017,Travis,TX,Passenger,1.00,1.00,2.00,198.00,200.00,1.00
April 30 2017,Deschutes,OR,Passenger,1.00,0.00,1.00,203.00,204.00,0.49
November 30 2022,Bell,TX,Passenger,1.00,0.00,1.00,309.00,310.00,0.32
September 30 2023,Brevard,FL,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
October 31 2021,Calvert,MD,Passenger,0.00,2.00,2.00,85.00,87.00,2.30
November 30 2022,New Haven,CT,Passenger,0.00,2.00,2.00,31.00,33.00,6.06
December 31 2022,Lewis,WA,Truck,1.00,0.00,1.00,26282.00,26283.00,0.00
November 30 2018,Richland,SC,Passenger,0.00,1.00,1.00,165.00,166.00,0.60
August 31 2018,Douglas,NE,Passenger,0.00,1.00,1.00,73.00,74.00,1.35
September 30 2023,Lincoln,OR,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
October 31 2020,Mason,WA,Truck,0.00,0.00,0.00,20826.00,20826.00,0.00
August 31 2022,Washtenaw,MI,Passenger,0.00,1.00,1.00,28.00,29.00,3.45
February 29 2020,Columbia,OR,Passenger,1.00,0.00,1.00,28.00,29.00,3.45
April 30 2021,San Diego,CA,Passenger,17.00,4.00,21.00,2659.00,2680.00,0.78
January 31 2019,El Paso,CO,Passenger,3.00,1.00,4.00,773.00,777.00,0.51
November 30 2022,Escambia,FL,Passenger,0.00,1.00,1.00,145.00,146.00,0.68
July 31 2022,New Haven,CT,Passenger,0.00,2.00,2.00,33.00,35.00,5.71
January 31 2020,Grant,WA,Passenger,58.00,71.00,129.00,65611.00,65740.00,0.20
November 30 2020,Douglas,WA,Passenger,82.00,43.00,125.00,28125.00,28250.00,0.44
February 29 2024,San Diego,CA,Passenger,15.00,9.00,24.00,1763.00,1787.00,1.34
December 31 2019,Multnomah,OR,Passenger,4.00,6.00,10.00,744.00,754.00,1.33
March 31 2022,Orange,FL,Passenger,2.00,0.00,2.00,103.00,105.00,1.90
October 31 2017,Dakota,MN,Passenger,0.00,2.00,2.00,39.00,41.00,4.88
January 31 2023,Geary,KS,Passenger,1.00,0.00,1.00,76.00,77.00,1.30
September 30 2023,St. Louis,MN,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
February 28 2021,Randolph,NC,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
August 31 2019,Sumter,FL,Passenger,0.00,1.00,1.00,9.00,10.00,10.00
November 30 2017,Snohomish,WA,Passenger,1987.00,1018.00,3005.00,515966.00,518971.00,0.58
July 31 2018,Whitman,WA,Truck,0.00,0.00,0.00,8499.00,8499.00,0.00
August 31 2021,Hennepin,MN,Passenger,3.00,0.00,3.00,75.00,78.00,3.85
October 31 2018,St. Lucie,FL,Passenger,1.00,0.00,1.00,29.00,30.00,3.33
April 30 2020,Carroll,NH,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
January 31 2024,Island,WA,Passenger,1329.00,488.00,1817.00,60144.00,61961.00,2.93
October 31 2019,Douglas,WA,Truck,0.00,0.00,0.00,12290.00,12290.00,0.00
May 31 2021,District of Columbia,DC,Passenger,4.00,1.00,5.00,193.00,198.00,2.53
December 31 2021,Kern,CA,Passenger,0.00,1.00,1.00,205.00,206.00,0.49
February 29 2020,Hudson,NJ,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
June 30 2022,Pennington,SD,Passenger,2.00,0.00,2.00,29.00,31.00,6.45
December 31 2020,Columbia,OR,Passenger,1.00,0.00,1.00,27.00,28.00,3.57
January 31 2021,Williams,ND,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
April 30 2019,San Francisco,CA,Passenger,2.00,1.00,3.00,116.00,119.00,2.52
July 31 2019,Adams,WA,Truck,0.00,0.00,0.00,5129.00,5129.00,0.00
June 30 2019,Spokane,WA,Passenger,538.00,433.00,971.00,311743.00,312714.00,0.31
November 30 2018,Snohomish,WA,Passenger,2789.00,1415.00,4204.00,526704.00,530908.00,0.79
July 31 2019,Cowlitz,WA,Passenger,106.00,107.00,213.00,73133.00,73346.00,0.29
July 31 2019,Thurston,WA,Passenger,905.00,651.00,1556.00,198066.00,199622.00,0.78
May 31 2018,Snohomish,WA,Truck,1.00,0.00,1.00,121480.00,121481.00,0.00
January 31 2024,Wahkiakum,WA,Truck,4.00,0.00,4.00,1713.00,1717.00,0.23
September 30 2021,Tarrant,TX,Passenger,1.00,0.00,1.00,147.00,148.00,0.68
May 31 2018,Washington,OR,Passenger,0.00,1.00,1.00,479.00,480.00,0.21
September 30 2022,Travis,TX,Passenger,2.00,0.00,2.00,111.00,113.00,1.77
April 30 2022,Deschutes,OR,Passenger,2.00,0.00,2.00,100.00,102.00,1.96
May 31 2022,Owyhee,ID,Passenger,1.00,0.00,1.00,2.00,3.00,33.33
June 30 2022,Clallam,WA,Truck,3.00,0.00,3.00,21921.00,21924.00,0.01
January 31 2018,Klickitat,WA,Truck,0.00,0.00,0.00,7992.00,7992.00,0.00
September 30 2023,Walla Walla,WA,Passenger,246.00,121.00,367.00,35383.00,35750.00,1.03
March 31 2023,Benton,WA,Passenger,1039.00,534.00,1573.00,135673.00,137246.00,1.15
October 31 2021,Pulaski,MO,Passenger,1.00,0.00,1.00,125.00,126.00,0.79
August 31 2017,Essex,NJ,Passenger,1.00,0.00,1.00,15.00,16.00,6.25
April 30 2019,Jefferson,NY,Passenger,0.00,2.00,2.00,223.00,225.00,0.89
July 31 2018,Washington,OR,Passenger,0.00,1.00,1.00,482.00,483.00,0.21
May 31 2021,San Joaquin,CA,Passenger,1.00,0.00,1.00,110.00,111.00,0.90
November 30 2020,Riverside,CA,Passenger,4.00,1.00,5.00,606.00,611.00,0.82
May 31 2019,Cochise,AZ,Passenger,0.00,1.00,1.00,112.00,113.00,0.88
November 30 2019,Broward,FL,Passenger,2.00,1.00,3.00,128.00,131.00,2.29
April 30 2020,Placer,CA,Passenger,2.00,0.00,2.00,96.00,98.00,2.04
October 31 2022,Eagle,CO,Passenger,1.00,0.00,1.00,8.00,9.00,11.11
December 31 2018,Franklin,MA,Passenger,0.00,1.00,1.00,1.00,2.00,50.00
November 30 2017,Okanogan,WA,Passenger,5.00,17.00,22.00,25722.00,25744.00,0.09
May 31 2020,Clark,WA,Passenger,2003.00,1055.00,3058.00,317421.00,320479.00,0.95
February 28 2021,Kittitas,WA,Passenger,142.00,53.00,195.00,29819.00,30014.00,0.65
August 31 2020,Travis,TX,Passenger,3.00,1.00,4.00,184.00,188.00,2.13
March 31 2023,Muscogee,GA,Passenger,0.00,1.00,1.00,105.00,106.00,0.94
June 30 2020,Honolulu,HI,Passenger,4.00,2.00,6.00,466.00,472.00,1.27
March 31 2017,Fulton,GA,Passenger,1.00,1.00,2.00,122.00,124.00,1.61
January 31 2022,Goochland,VA,Passenger,3.00,2.00,5.00,184.00,189.00,2.65
April 30 2020,Monroe,IL,Passenger,1.00,0.00,1.00,3.00,4.00,25.00
August 31 2020,St. Louis,MO,Passenger,1.00,0.00,1.00,100.00,101.00,0.99
September 30 2018,Collin,TX,Passenger,1.00,1.00,2.00,163.00,165.00,1.21
May 31 2021,Howard,IN,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
August 31 2019,Garfield,WA,Passenger,0.00,1.00,1.00,1305.00,1306.00,0.08
March 31 2021,Sedgwick,KS,Passenger,1.00,1.00,2.00,89.00,91.00,2.20
October 31 2017,Orange,FL,Passenger,1.00,1.00,2.00,145.00,147.00,1.36
July 31 2021,Montgomery,TN,Passenger,1.00,0.00,1.00,240.00,241.00,0.41
October 31 2021,Yamhill,OR,Passenger,1.00,0.00,1.00,38.00,39.00,2.56
August 31 2021,New Haven,CT,Passenger,0.00,2.00,2.00,34.00,36.00,5.56
November 30 2023,Boulder,CO,Passenger,1.00,0.00,1.00,23.00,24.00,4.17
July 31 2023,Middlesex,NJ,Passenger,1.00,0.00,1.00,17.00,18.00,5.56
July 31 2020,Vigo,IN,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
June 30 2023,Leavenworth,KS,Passenger,0.00,1.00,1.00,88.00,89.00,1.12
March 31 2021,Montgomery,OH,Passenger,0.00,1.00,1.00,57.00,58.00,1.72
February 29 2020,Duval,FL,Passenger,1.00,2.00,3.00,370.00,373.00,0.80
September 30 2017,Columbia,WA,Truck,0.00,0.00,0.00,1558.00,1558.00,0.00
April 30 2020,Hennepin,MN,Passenger,3.00,1.00,4.00,93.00,97.00,4.12
April 30 2021,Adams,WA,Truck,0.00,0.00,0.00,5405.00,5405.00,0.00
February 28 2019,Grant,WA,Passenger,33.00,55.00,88.00,64273.00,64361.00,0.14
April 30 2021,El Dorado,CA,Passenger,1.00,0.00,1.00,35.00,36.00,2.78
June 30 2023,Yakima,WA,Passenger,502.00,257.00,759.00,166181.00,166940.00,0.45
November 30 2020,Jefferson,WA,Passenger,276.00,153.00,429.00,24718.00,25147.00,1.71
May 31 2022,El Paso,CO,Passenger,3.00,2.00,5.00,633.00,638.00,0.78
March 31 2021,Santa Cruz,CA,Passenger,1.00,0.00,1.00,33.00,34.00,2.94
September 30 2021,Manassas,VA,Passenger,0.00,1.00,1.00,7.00,8.00,12.50
March 31 2022,Oldham,KY,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
September 30 2021,Rockdale,GA,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
November 30 2020,Williams,ND,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
July 31 2019,Harnett,NC,Passenger,1.00,1.00,2.00,219.00,221.00,0.90
December 31 2023,Garfield,OK,Passenger,1.00,0.00,1.00,13.00,14.00,7.14
December 31 2023,Whatcom,WA,Passenger,2926.00,1040.00,3966.00,146006.00,149972.00,2.64
May 31 2018,Grays Harbor,WA,Passenger,50.00,55.00,105.00,46405.00,46510.00,0.23
December 31 2023,Onslow,NC,Passenger,0.00,1.00,1.00,121.00,122.00,0.82
July 31 2017,Albemarle,VA,Passenger,0.00,1.00,1.00,32.00,33.00,3.03
June 30 2020,Washington,OR,Passenger,1.00,0.00,1.00,449.00,450.00,0.22
May 31 2021,Montgomery,PA,Passenger,1.00,0.00,1.00,26.00,27.00,3.70
February 29 2024,Middlesex,MA,Passenger,2.00,1.00,3.00,56.00,59.00,5.08
August 31 2023,Saratoga,NY,Passenger,1.00,1.00,2.00,33.00,35.00,5.71
December 31 2019,Orange,CA,Passenger,7.00,2.00,9.00,530.00,539.00,1.67
August 31 2017,Deschutes,OR,Passenger,1.00,0.00,1.00,199.00,200.00,0.50
January 31 2021,DeKalb,IN,Passenger,1.00,0.00,1.00,0.00,1.00,100.00
January 31 2019,Goochland,VA,Passenger,0.00,1.00,1.00,248.00,249.00,0.40
March 31 2021,Clallam,WA,Passenger,299.00,199.00,498.00,50117.00,50615.00,0.98
April 30 2023,Philadelphia,PA,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
May 31 2017,Klickitat,WA,Truck,0.00,0.00,0.00,7958.00,7958.00,0.00
December 31 2023,St. Mary's,MD,Passenger,1.00,0.00,1.00,163.00,164.00,0.61
December 31 2021,Hillsborough,FL,Passenger,0.00,2.00,2.00,141.00,143.00,1.40
March 31 2017,Missoula,MT,Passenger,1.00,0.00,1.00,80.00,81.00,1.23
September 30 2018,Oldham,KY,Passenger,0.00,1.00,1.00,5.00,6.00,16.67
July 31 2018,Prince George's,MD,Passenger,1.00,1.00,2.00,189.00,191.00,1.05
September 30 2017,Orange,FL,Passenger,1.00,1.00,2.00,144.00,146.00,1.37
February 28 2023,Pacific,WA,Truck,2.00,0.00,2.00,7824.00,7826.00,0.03
August 31 2023,Hardin,KY,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
October 31 2017,Skamania,WA,Passenger,10.00,7.00,17.00,8570.00,8587.00,0.20
September 30 2017,Riverside,CA,Passenger,1.00,2.00,3.00,752.00,755.00,0.40
May 31 2019,Duval,FL,Passenger,1.00,2.00,3.00,380.00,383.00,0.78
April 30 2023,Contra Costa,CA,Passenger,0.00,3.00,3.00,197.00,200.00,1.50
February 29 2024,Contra Costa,CA,Passenger,2.00,2.00,4.00,146.00,150.00,2.67
February 29 2020,RÃ­o Grande,PR,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
September 30 2022,Chelan,WA,Passenger,493.00,135.00,628.00,54084.00,54712.00,1.15
February 28 2021,Charles,MD,Passenger,1.00,1.00,2.00,75.00,77.00,2.60
July 31 2018,San Mateo,CA,Passenger,1.00,1.00,2.00,133.00,135.00,1.48
December 31 2022,Orange,FL,Passenger,1.00,0.00,1.00,77.00,78.00,1.28
March 31 2017,Lincoln,WA,Truck,0.00,0.00,0.00,4469.00,4469.00,0.00
November 30 2020,Loudoun,VA,Passenger,1.00,0.00,1.00,77.00,78.00,1.28
March 31 2019,Washtenaw,MI,Passenger,1.00,0.00,1.00,37.00,38.00,2.63
April 30 2021,Carroll,MD,Passenger,0.00,1.00,1.00,17.00,18.00,5.56
February 29 2024,Alexandria,VA,Passenger,3.00,0.00,3.00,73.00,76.00,3.95
March 31 2022,Lake,IL,Passenger,3.00,0.00,3.00,155.00,158.00,1.90
February 28 2019,Dale,AL,Passenger,0.00,1.00,1.00,53.00,54.00,1.85
August 31 2021,Juneau,AK,Passenger,0.00,1.00,1.00,27.00,28.00,3.57
January 31 2023,San Juan,WA,Passenger,570.00,173.00,743.00,13867.00,14610.00,5.09
July 31 2017,Klickitat,WA,Passenger,23.00,24.00,47.00,14804.00,14851.00,0.32
May 31 2020,El Paso,CO,Passenger,2.00,0.00,2.00,738.00,740.00,0.27
July 31 2021,El Dorado,CA,Passenger,1.00,0.00,1.00,34.00,35.00,2.86
August 31 2022,Harrison,MS,Passenger,1.00,0.00,1.00,43.00,44.00,2.27
January 31 2021,Lewis,WA,Passenger,126.00,133.00,259.00,58897.00,59156.00,0.44
June 30 2020,Stevens,WA,Passenger,36.00,33.00,69.00,30637.00,30706.00,0.22
September 30 2023,Yakima,WA,Truck,15.00,0.00,15.00,60861.00,60876.00,0.02
October 31 2023,Coryell,TX,Passenger,1.00,0.00,1.00,66.00,67.00,1.49
May 31 2021,Deschutes,OR,Passenger,2.00,0.00,2.00,126.00,128.00,1.56
August 31 2023,Orange,NC,Passenger,0.00,1.00,1.00,5.00,6.00,16.67
April 30 2022,Grays Harbor,WA,Passenger,200.00,158.00,358.00,49190.00,49548.00,0.72
November 30 2021,Franklin,WA,Passenger,154.00,103.00,257.00,62249.00,62506.00,0.41
September 30 2020,Charleston,SC,Passenger,2.00,0.00,2.00,100.00,102.00,1.96
January 31 2018,Kittitas,WA,Passenger,37.00,27.00,64.00,28634.00,28698.00,0.22
January 31 2021,Cowlitz,WA,Truck,0.00,0.00,0.00,28970.00,28970.00,0.00
September 30 2019,Shasta,CA,Passenger,1.00,0.00,1.00,42.00,43.00,2.33
March 31 2017,Canyon,ID,Passenger,0.00,1.00,1.00,106.00,107.00,0.93
February 28 2017,Orange,FL,Passenger,1.00,1.00,2.00,151.00,153.00,1.31
July 31 2023,Yuba,CA,Passenger,1.00,0.00,1.00,50.00,51.00,1.96
March 31 2022,Fairbanks North Star,AK,Passenger,0.00,1.00,1.00,79.00,80.00,1.25
February 28 2022,Rock Island,IL,Passenger,0.00,1.00,1.00,15.00,16.00,6.25
August 31 2018,Klickitat,WA,Truck,0.00,0.00,0.00,8153.00,8153.00,0.00
May 31 2022,Thurston,WA,Truck,4.00,0.00,4.00,55373.00,55377.00,0.01
April 30 2017,Island,WA,Truck,0.00,0.00,0.00,20521.00,20521.00,0.00
June 30 2019,Jefferson,WA,Truck,0.00,0.00,0.00,9663.00,9663.00,0.00
December 31 2020,Bucks,PA,Passenger,1.00,0.00,1.00,21.00,22.00,4.55
February 28 2017,Ferry,WA,Passenger,2.00,1.00,3.00,4392.00,4395.00,0.07
October 31 2018,Okanogan,WA,Truck,0.00,0.00,0.00,16505.00,16505.00,0.00
December 31 2021,Kittitas,WA,Truck,0.00,0.00,0.00,14796.00,14796.00,0.00
June 30 2021,Benton,WA,Passenger,516.00,394.00,910.00,136347.00,137257.00,0.66
July 31 2018,Queens,NY,Passenger,1.00,0.00,1.00,62.00,63.00,1.59
January 31 2024,Santa Cruz,CA,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
January 31 2023,St. Louis,MO,Passenger,2.00,0.00,2.00,59.00,61.00,3.28
January 31 2023,Galveston,TX,Passenger,0.00,1.00,1.00,17.00,18.00,5.56
July 31 2023,Grays Harbor,WA,Passenger,320.00,193.00,513.00,48247.00,48760.00,1.05
January 31 2018,Hardin,KY,Passenger,0.00,1.00,1.00,113.00,114.00,0.88
July 31 2021,Benton,WA,Truck,0.00,0.00,0.00,43649.00,43649.00,0.00
January 31 2021,Allegheny,PA,Passenger,1.00,1.00,2.00,74.00,76.00,2.63
May 31 2023,Boulder,CO,Passenger,2.00,0.00,2.00,35.00,37.00,5.41
May 31 2019,Whatcom,WA,Passenger,837.00,412.00,1249.00,150404.00,151653.00,0.82
February 28 2019,Franklin,WA,Passenger,50.00,70.00,120.00,59291.00,59411.00,0.20
May 31 2023,Lincoln,WA,Passenger,17.00,18.00,35.00,7700.00,7735.00,0.45
July 31 2019,Asotin,WA,Passenger,12.00,8.00,20.00,12654.00,12674.00,0.16
December 31 2020,Pennington,SD,Passenger,1.00,0.00,1.00,34.00,35.00,2.86
July 31 2020,Charleston,SC,Passenger,2.00,0.00,2.00,104.00,106.00,1.89
February 29 2024,Beaufort,SC,Passenger,1.00,0.00,1.00,25.00,26.00,3.85
December 31 2021,Montgomery,PA,Passenger,2.00,0.00,2.00,24.00,26.00,7.69
March 31 2018,Sedgwick,KS,Passenger,0.00,1.00,1.00,106.00,107.00,0.93
May 31 2020,Cumberland,NC,Passenger,0.00,3.00,3.00,482.00,485.00,0.62
August 31 2021,Essex,NJ,Passenger,2.00,0.00,2.00,12.00,14.00,14.29
August 31 2018,Okanogan,WA,Truck,0.00,0.00,0.00,16472.00,16472.00,0.00
October 31 2022,Berkeley,SC,Passenger,0.00,1.00,1.00,116.00,117.00,0.85
May 31 2023,Goochland,VA,Passenger,1.00,2.00,3.00,51.00,54.00,5.56
November 30 2023,Benton,WA,Truck,35.00,0.00,35.00,42671.00,42706.00,0.08
May 31 2023,Newport,RI,Passenger,0.00,1.00,1.00,55.00,56.00,1.79
October 31 2019,Fresno,CA,Passenger,1.00,0.00,1.00,203.00,204.00,0.49
January 31 2019,Travis,TX,Passenger,3.00,1.00,4.00,213.00,217.00,1.84
June 30 2017,Anne Arundel,MD,Passenger,0.00,1.00,1.00,496.00,497.00,0.20
April 30 2021,Harris,TX,Passenger,1.00,1.00,2.00,229.00,231.00,0.87
September 30 2019,Houston,GA,Passenger,1.00,0.00,1.00,57.00,58.00,1.72
May 31 2017,Albemarle,VA,Passenger,0.00,1.00,1.00,31.00,32.00,3.12
December 31 2021,Carroll,NH,Passenger,0.00,1.00,1.00,5.00,6.00,16.67
September 30 2020,Pierce,WA,Truck,0.00,0.00,0.00,143944.00,143944.00,0.00
February 28 2023,Coryell,TX,Passenger,1.00,0.00,1.00,84.00,85.00,1.18
August 31 2017,Morris,NJ,Passenger,1.00,0.00,1.00,23.00,24.00,4.17
November 30 2023,Providence,RI,Passenger,1.00,0.00,1.00,16.00,17.00,5.88
November 30 2022,Deschutes,OR,Passenger,1.00,0.00,1.00,80.00,81.00,1.23
July 31 2017,Hamilton,IN,Passenger,1.00,0.00,1.00,58.00,59.00,1.69
June 30 2023,Mason,WA,Passenger,446.00,206.00,652.00,46322.00,46974.00,1.39
May 31 2019,Ventura,CA,Passenger,0.00,2.00,2.00,320.00,322.00,0.62
June 30 2023,Jefferson,WA,Truck,12.00,0.00,12.00,9336.00,9348.00,0.13
